t_s,current_a,voltage_v,power_w
1.272041300,1.9369846967e-06,3,5.8109540901e-06
1.287739400,3.06745024668e-06,3,9.20235074004e-06
1.302903200,2.27946369192e-06,3,6.83839107575e-06
1.317870200,4.75481687307e-06,3,1.42644506192e-05
1.333358200,5.06248808927e-06,3,1.51874642678e-05
1.348913200,4.72313604004e-06,3,1.41694081201e-05
1.364018500,6.23022803911e-06,3,1.86906841173e-05
1.379260000,3.94130824908e-06,3,1.18239247473e-05
1.394784100,5.93211479136e-06,3,1.77963443741e-05
1.410104700,7.49206752909e-06,3,2.24762025873e-05
1.426076600,4.83773998806e-06,3,1.45132199642e-05
1.441467900,6.71716169419e-06,3,2.01514850826e-05
1.457456500,7.46223893424e-06,3,2.23867168027e-05
1.472782200,5.39128590647e-06,3,1.61738577194e-05
1.488750000,4.18768171241e-06,3,1.25630451372e-05
1.504229500,5.52024423005e-06,3,1.65607326901e-05
1.519895500,3.98199032446e-06,3,1.19459709734e-05
1.535889600,4.18143265915e-06,3,1.25442979774e-05
1.551774100,5.15104808438e-06,3,1.54531442531e-05
1.567121400,4.93629871695e-06,3,1.48088961509e-05
1.582586900,4.88094560753e-06,3,1.46428368226e-05
1.597929000,3.17032410256e-06,3,9.51097230768e-06
1.613366900,5.27011611887e-06,3,1.58103483566e-05
1.629012600,7.02868431636e-06,3,2.10860529491e-05
1.645154100,4.10990524828e-06,3,1.23297157448e-05
1.660950300,7.30908994112e-06,3,2.19272698234e-05
1.676545800,3.97662607296e-06,3,1.19298782189e-05
1.691202000,6.92753571879e-06,3,2.07826071564e-05
1.707070300,3.34594218976e-06,3,1.00378265693e-05
1.722231000,6.98577377217e-06,3,2.09573213165e-05
1.737201100,6.65042358238e-06,3,1.99512707472e-05
1.752455900,5.88714407836e-06,3,1.76614322351e-05
1.768043600,3.28105333259e-06,3,9.84315999778e-06
1.783983400,8.22015045528e-07,3,2.46604513658e-06
1.799778400,6.33678016601e-06,3,1.9010340498e-05
1.814594800,5.02121720251e-06,3,1.50636516075e-05
1.829947200,5.39609205223e-06,3,1.61882761567e-05
1.845159400,6.92145797642e-06,3,2.07643739293e-05
1.860271500,5.21280677774e-06,3,1.56384203332e-05
1.875717000,4.17505230073e-06,3,1.25251569022e-05
1.891855800,6.20037824734e-06,3,1.8601134742e-05
1.907523800,4.71260280022e-06,3,1.41378084007e-05
1.922634700,4.28905764944e-06,3,1.28671729483e-05
1.938066100,2.1434737849e-06,3,6.43042135469e-06
1.954103000,3.26090213302e-06,3,9.78270639906e-06
1.968986200,5.25851154933e-06,3,1.5775534648e-05
1.984927000,4.99747153024e-06,3,1.49924145907e-05
1.999687600,2.70355149142e-06,3,8.11065447425e-06
2.015401600,5.82802984308e-06,3,1.74840895292e-05
2.031083500,5.41183220921e-08,3,1.62354966276e-07
