t_s,current_a,voltage_v,power_w
0.823795900,0.00799971482028,3,0.0239991444608
0.839659500,0.00800165152013,3,0.0240049545604
0.855783800,0.0080025893555,3,0.0240077680665
0.871759700,0.00799845973169,3,0.0239953791951
0.887594400,0.00799869542905,3,0.0239960862872
0.903001600,0.00800035405022,3,0.0240010621507
0.917764500,0.00800249270942,3,0.0240074781282
0.933652200,0.00799677297897,3,0.0239903189369
0.949607100,0.00799724595258,3,0.0239917378578
0.964699000,0.0079985384209,3,0.0239956152627
0.979671200,0.00799891534801,3,0.023996746044
0.994836500,0.008003289351,3,0.024009868053
1.010989000,6.7922931452e-06,3,2.03768794356e-05
1.025819500,3.35450282146e-06,3,1.00635084644e-05
1.040822400,5.0425636833e-06,3,1.51276910499e-05
1.056903500,4.3821622824e-06,3,1.31464868472e-05
1.071745100,4.54716623806e-06,3,1.36414987142e-05
1.087288000,5.13787128649e-06,3,1.54136138595e-05
1.102385000,5.90888454268e-06,3,1.7726653628e-05
1.118389200,2.76362146084e-06,3,8.29086438252e-06
1.134505300,4.98623710518e-06,3,1.49587113155e-05
1.150419400,4.69261731727e-06,3,1.40778519518e-05
1.166457400,5.45648507033e-06,3,1.6369455211e-05
1.182242400,4.0607367299e-06,3,1.21822101897e-05
1.198269900,5.55004234276e-06,3,1.66501270283e-05
1.213443200,9.58397165605e-06,3,2.87519149681e-05
1.229021100,2.47537108261e-06,3,7.42611324782e-06
1.244233500,1.02030030775e-05,3,3.06090092326e-05
1.260176400,4.43916010515e-06,3,1.33174803154e-05
1.275686300,2.11513084791e-06,3,6.34539254372e-06
1.290563400,5.61998193803e-06,3,1.68599458141e-05
1.305708300,6.29356354859e-06,3,1.88806906458e-05
1.320963700,4.78235095328e-07,3,1.43470528598e-06
1.335945700,2.12292855211e-06,3,6.36878565633e-06
1.351727000,4.55007646085e-06,3,1.36502293825e-05
1.367700500,6.81834936403e-06,3,2.04550480921e-05
1.383365700,5.649031972e-06,3,1.6947095916e-05
1.398940200,2.47647514516e-06,3,7.42942543548e-06
1.414941100,6.33405451529e-06,3,1.90021635459e-05
1.430896500,2.25622802748e-06,3,6.76868408245e-06
1.446924100,6.63043213427e-06,3,1.98912964028e-05
1.462935300,3.24708855649e-06,3,9.74126566948e-06
1.478078400,7.16730740847e-06,3,2.15019222254e-05
1.492944700,7.56378031583e-06,3,2.26913409475e-05
1.509294500,3.56715665569e-06,3,1.07014699671e-05
1.524648500,4.4343960191e-06,3,1.33031880573e-05
1.540144200,5.174887003e-06,3,1.5524661009e-05
1.555343600,4.79330895509e-06,3,1.43799268653e-05
1.570987400,3.37575393698e-06,3,1.01272618109e-05
1.586308200,5.62306525827e-06,3,1.68691957748e-05
1.602655500,9.85421647331e-06,3,2.95626494199e-05
1.618318800,2.40255754825e-06,3,7.20767264476e-06
1.633855600,5.87622794632e-06,3,1.7628683839e-05
1.648662100,2.33483185036e-06,3,7.00449555107e-06
1.664711000,7.30926602505e-06,3,2.19277980752e-05
1.680095300,8.24566496219e-06,3,2.47369948866e-05
1.696052900,6.28709125973e-06,3,1.88612737792e-05
1.712103600,5.1345415362e-06,3,1.54036246086e-05
1.727819200,3.1933224378e-06,3,9.57996731339e-06
1.743225000,5.29860181314e-06,3,1.58958054394e-05
1.758074300,2.22138031898e-06,3,6.66414095694e-06
1.774066700,7.02093923812e-06,3,2.10628177144e-05
1.790085800,5.2698409288e-06,3,1.58095227864e-05
1.805897900,1.63309249325e-06,3,4.89927747975e-06
1.821577400,3.10524664145e-06,3,9.31573992434e-06
1.836579400,4.3604374025e-06,3,1.30813122075e-05
1.852548000,2.97415140638e-06,3,8.92245421914e-06
1.868059500,8.70084479613e-07,3,2.61025343884e-06
1.884075000,2.90386812766e-06,3,8.71160438299e-06
1.900026000,1.50934801211e-06,3,4.52804403632e-06
1.915191600,4.08676870663e-06,3,1.22603061199e-05
1.931533900,5.34298083077e-06,3,1.60289424923e-05
1.954779300,3.73710314873e-06,3,1.12113094462e-05
1.963270300,9.10648260373e-06,3,2.73194478112e-05
1.978204800,4.03470709137e-06,3,1.21041212741e-05
1.993199700,6.0723542577e-06,3,1.82170627731e-05
2.008198800,4.86114019558e-06,3,1.45834205867e-05
2.023598100,8.46131269728e-06,3,2.53839380918e-05
2.039612000,1.75601667967e-06,3,5.26805003901e-06
2.055604000,6.51174715562e-06,3,1.95352414669e-05
2.070805900,3.16322315355e-06,3,9.48966946064e-06
2.086421200,7.21531097402e-06,3,2.16459329221e-05
2.102007000,4.25625788708e-06,3,1.27687736613e-05
2.118015700,5.29603100058e-06,3,1.58880930017e-05
2.133040900,3.83130467969e-06,3,1.14939140391e-05
2.149044900,6.43139217444e-06,3,1.92941765233e-05
2.164038400,6.75157946673e-06,3,2.02547384002e-05
2.180032400,4.92306063097e-06,3,1.47691818929e-05
2.195264300,1.99674009137e-06,3,5.99022027411e-06
2.210299000,5.05446016871e-06,3,1.51633805061e-05
2.225496100,4.80306283365e-06,3,1.44091885009e-05
2.241352500,5.69060336619e-06,3,1.70718100986e-05
2.256415000,3.57177422519e-06,3,1.07153226756e-05
2.272211200,6.35824579744e-06,3,1.90747373923e-05
2.287586300,6.99787745514e-06,3,2.09936323654e-05
2.302956800,4.46978061477e-06,3,1.34093418443e-05
2.318567200,7.93941379418e-07,3,2.38182413825e-06
2.333866900,3.90130886485e-06,3,1.17039265945e-05
2.349114800,4.31550779622e-06,3,1.29465233887e-05
2.364380000,6.4620404289e-06,3,1.93861212867e-05
2.380069100,5.81320036351e-06,3,1.74396010905e-05
2.394942200,2.01691154084e-06,3,6.05073462251e-06
2.409918900,3.63545033893e-06,3,1.09063510168e-05
2.425880200,3.79681842477e-06,3,1.13904552743e-05
2.441519100,2.16653941999e-06,3,6.49961825996e-06
2.456657000,3.25611614121e-06,3,9.76834842364e-06
2.472081600,5.50688743433e-06,3,1.6520662303e-05
2.486743400,3.4929924989e-06,3,1.04789774967e-05
2.502087000,7.69053392295e-06,3,2.30716017689e-05
2.517391500,2.38186132772e-06,3,7.14558398315e-06
2.532857100,4.68301088401e-06,3,1.4049032652e-05
2.548393900,5.23268455085e-06,3,1.56980536526e-05
2.564177300,6.09825051034e-06,3,1.8294751531e-05
2.580053800,9.74756894839e-06,3,2.92427068452e-05
2.595170200,8.15355709704e-06,3,2.44606712911e-05
2.610702100,0,3,0
2.625803500,6.75406224933e-06,3,2.0262186748e-05
2.641253200,5.32969655655e-06,3,1.59890896697e-05
2.657164300,2.82107546776e-06,3,8.46322640328e-06
2.673155400,4.22098521874e-06,3,1.26629556562e-05
2.688868900,5.09094088499e-06,3,1.5272822655e-05
2.704817700,4.82505898276e-06,3,1.44751769483e-05
2.720401500,3.59240344282e-06,3,1.07772103285e-05
2.735451300,6.77494016597e-06,3,2.03248204979e-05
2.750512700,5.74320584618e-06,3,1.72296175386e-05
2.766472900,2.67751346467e-06,3,8.03254039401e-06
2.782522800,6.65820637707e-06,3,1.99746191312e-05
2.798283200,3.85488815934e-06,3,1.1564664478e-05
2.814275900,4.62730399547e-06,3,1.38819119864e-05
2.829476400,6.86428851093e-06,3,2.05928655328e-05
2.844726100,5.28136827849e-06,3,1.58441048355e-05
2.860805900,3.12421358519e-06,3,9.37264075558e-06
2.876019000,3.97902606454e-06,3,1.19370781936e-05
2.892158000,4.57233700512e-06,3,1.37170110154e-05
2.907526700,6.18630658093e-06,3,1.85589197428e-05
2.923873600,4.9822232351e-06,3,1.49466697053e-05
2.939879500,6.08802927468e-06,3,1.8264087824e-05
2.954874200,4.87631240313e-06,3,1.46289372094e-05
2.969734400,5.85829680677e-06,3,1.75748904203e-05
2.984754900,3.80956618313e-06,3,1.14286985494e-05
3.001288300,1.22674280889e-06,3,3.68022842666e-06
